genome	phylum	n_annotated_proteins	coxL_CO_dehydrogenase	NiFe_hydrogenase_large	rbcL_RuBisCO	psbA_photosystem_II	nifH_nitrogenase	amoA_pmoA_ammonia_monooxygenase	nirK_nirS_nitrite_reductase	nosZ_N2O_reductase	ureC_urease	otsA_otsB_trehalose	treY_treZ_trehalose	ectABC_ectoine	crtB_phytoene_synthase	spo0A_sporulation	phrB_photolyase	uvrA_excision_repair	recA_recombination_repair	katE_katG_catalase	sodA_superoxide_dismutase	dps_DNA_protection
T5PRr3_MAGScoT_cleanbin_000003	Actinomycetota	6183	True	True	True	False	False	False	False	False	True	True	True	True	False	False	False	True	True	True	True	False
T5PRr3_MAGScoT_cleanbin_000006	Actinomycetota	5541	True	False	False	False	False	False	False	False	True	True	True	False	True	False	True	True	True	True	True	True
T5PRr3_MAGScoT_cleanbin_000011	Chloroflexota	2189	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	True	True	False	False
T5Sr2_MAGScoT_cleanbin_000001	Pseudomonadota	4730	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	True	True	True
T5Sr2_MAGScoT_cleanbin_000002	Actinomycetota	2800	False	True	True	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	False	True
T5Sr2_MAGScoT_cleanbin_000007	Thermoproteota	1561	False	False	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	True	False
T6Dr3_MAGScoT_cleanbin_000001	Pseudomonadota	4967	True	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	True
T6Dr3_MAGScoT_cleanbin_000004	Pseudomonadota	2727	False	False	False	False	False	False	False	False	False	True	True	False	True	False	False	True	False	True	True	False
T6Dr3_MAGScoT_cleanbin_000006	Chloroflexota	2749	False	False	True	False	False	False	True	False	False	True	True	False	True	False	False	True	True	False	True	True
T6Dr3_MAGScoT_cleanbin_000007	Chloroflexota	4809	True	True	False	False	False	False	True	False	False	True	True	False	True	True	False	True	True	True	True	True
T6PRr1_MAGScoT_cleanbin_000004	Bacteroidota	3330	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	True	True	True	True	True
T7Dr3_MAGScoT_cleanbin_000001	Bacteroidota	4155	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	True	True	True	True
T7Dr3_MAGScoT_cleanbin_000002	Pseudomonadota	2756	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	True	True	True	True	True
T7Dr3_MAGScoT_cleanbin_000005	Pseudomonadota	2590	True	False	False	False	False	False	False	False	True	True	False	True	True	False	False	True	True	False	True	False
T7Dr3_MAGScoT_cleanbin_000007	Acidobacteriota	4950	True	False	False	False	False	False	False	False	False	True	True	True	True	False	False	True	True	True	True	True
T7Dr3_MAGScoT_cleanbin_000008	Bacteroidota	2771	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	True	True	True	True
T7Dr3_MAGScoT_cleanbin_000009	Armatimonadota	5352	True	False	False	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	True	False
T7Dr3_MAGScoT_cleanbin_000010	Pseudomonadota	2671	False	False	True	False	False	False	False	False	True	False	True	False	True	False	False	True	True	False	True	True
T7Dr3_MAGScoT_cleanbin_000011	Acidobacteriota	2993	False	True	False	False	False	False	False	False	False	False	True	False	True	False	False	True	False	True	True	True
T7Dr3_MAGScoT_cleanbin_000012	Myxococcota	4919	False	True	False	False	False	False	True	False	True	True	True	True	False	False	False	True	True	True	True	True
T7Dr3_MAGScoT_cleanbin_000013	Pseudomonadota	2990	False	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	True
T7Dr3_MAGScoT_cleanbin_000014	Acidobacteriota	4310	False	True	False	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	True	True
T7Dr3_MAGScoT_cleanbin_000015	Planctomycetota	4310	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	True	True	False	True	True
T7Dr3_MAGScoT_cleanbin_000019	Planctomycetota	4394	False	False	False	False	False	False	False	False	False	False	True	True	True	False	False	True	True	False	True	True
T7Dr3_MAGScoT_cleanbin_000023	Planctomycetota	4241	True	False	False	False	False	False	False	False	False	False	True	False	True	False	True	True	True	False	True	True
T7Dr3_MAGScoT_cleanbin_000029	Planctomycetota	3490	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	True	False	True	False
T7Dr3_MAGScoT_cleanbin_000030	Pseudomonadota	3275	False	False	False	False	False	False	False	False	True	False	True	False	True	False	False	True	True	True	True	False
T8Dr1_MAGScoT_cleanbin_000001	Pseudomonadota	2808	False	True	True	False	False	False	True	False	False	True	True	False	False	False	False	True	True	False	True	True
T8Dr1_MAGScoT_cleanbin_000002	Actinomycetota	4110	True	False	False	False	False	False	True	False	False	True	True	True	False	False	False	True	True	True	False	False
T8Dr1_MAGScoT_cleanbin_000003	Desulfobacterota_B	4796	True	True	False	False	False	False	True	False	False	True	True	True	True	False	True	True	True	True	True	True
T8Dr1_MAGScoT_cleanbin_000004	Actinomycetota	3989	True	True	True	False	False	True	True	False	False	True	True	True	False	False	False	True	True	True	True	True
T8Dr1_MAGScoT_cleanbin_000007	Desulfobacterota_B	3877	True	False	False	False	False	False	False	False	False	True	True	True	True	False	False	True	True	True	True	False
T8Dr1_MAGScoT_cleanbin_000009	Actinomycetota	2657	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	True	True	False
T8Dr1_MAGScoT_cleanbin_000010	Actinomycetota	2430	False	False	False	False	False	False	False	True	True	True	False	False	False	False	False	True	True	False	True	False
T8Dr1_MAGScoT_cleanbin_000011	Actinomycetota	4261	True	False	False	False	False	False	True	False	False	True	False	True	False	False	False	True	True	True	True	False
T8Dr1_MAGScoT_cleanbin_000013	Actinomycetota	2691	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	False	True	False
T8Dr1_MAGScoT_cleanbin_000015	Pseudomonadota	3415	True	False	False	False	False	False	True	False	True	True	True	False	True	False	False	False	True	True	True	False
T8Dr1_MAGScoT_cleanbin_000019	Acidobacteriota	3729	True	True	False	False	False	False	False	False	False	False	False	True	False	False	False	True	True	False	True	True
T8PRr1_MAGScoT_cleanbin_000002	Chloroflexota	4328	True	True	False	False	False	False	True	False	False	True	True	False	False	False	False	True	True	True	True	False
T8PRr1_MAGScoT_cleanbin_000004	Actinomycetota	3996	True	False	False	False	False	False	False	False	False	True	True	False	False	False	True	True	True	True	False	False
T8PRr1_MAGScoT_cleanbin_000005	Actinomycetota	3901	False	False	False	False	False	False	True	False	True	True	False	True	False	False	False	True	True	True	True	True
T8PRr1_MAGScoT_cleanbin_000008	Actinomycetota	3178	True	True	False	False	False	False	True	False	False	True	True	False	False	False	False	True	True	False	False	False
T8PRr1_MAGScoT_cleanbin_000009	Actinomycetota	5111	False	True	False	False	False	False	False	False	True	True	True	True	True	False	False	True	True	True	False	True
T8PRr1_MAGScoT_cleanbin_000014	Pseudomonadota	4969	True	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	True	True	True
T8PRr1_MAGScoT_cleanbin_000016	Actinomycetota	1999	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	True	True	False	False
T8PRr1_MAGScoT_cleanbin_000017	Actinomycetota	2157	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	True	True	True	False
